review,rating,date,bank,source
Why stacked sometimes,5,2025-05-03,Commercial Bank of Ethiopia,Google Play
okay 👍 but sometimes busy,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,Commercial Bank of Ethiopia,Google Play
Very good app. but disappointed by general cessation of system.,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
Good and fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
Unreliable!,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
Best the best fast,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
happy,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
fast and reliable,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
network errorrrrrr,2,2025-05-02,Commercial Bank of Ethiopia,Google Play
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,Commercial Bank of Ethiopia,Google Play
its good and simple to use,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
worest app like that bank for security and network access,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
it's the best app i,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
not bad not good,1,2025-05-02,Commercial Bank of Ethiopia,Google Play
its very nice,5,2025-05-02,Commercial Bank of Ethiopia,Google Play
do not work this week,3,2025-04-30,Commercial Bank of Ethiopia,Google Play
It crashes frequently,4,2025-04-30,Commercial Bank of Ethiopia,Google Play
the best,5,2025-04-28,Commercial Bank of Ethiopia,Google Play
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,Commercial Bank of Ethiopia,Google Play
goid,5,2025-04-28,Commercial Bank of Ethiopia,Google Play
best appearance,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
it's very good 👍 app,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
abinet kutafo,1,2025-04-27,Commercial Bank of Ethiopia,Google Play
I need support you,5,2025-04-27,Commercial Bank of Ethiopia,Google Play
the worst Mobile banking i have ever seen in my life,1,2025-04-26,Commercial Bank of Ethiopia,Google Play
Nuree mahamud,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
super,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
ጠጀጨገጀ።ጀገ,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
i like the app,5,2025-04-26,Commercial Bank of Ethiopia,Google Play
the Best,1,2025-04-26,Commercial Bank of Ethiopia,Google Play
to other bank is bad,1,2025-04-25,Commercial Bank of Ethiopia,Google Play
tank's,5,2025-04-25,Commercial Bank of Ethiopia,Google Play
its good but add more features such like. bank statement showing,5,2025-04-24,Commercial Bank of Ethiopia,Google Play
it is so nice,5,2025-04-24,Commercial Bank of Ethiopia,Google Play
Very Good👍,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,Commercial Bank of Ethiopia,Google Play
"wow, amazing app",5,2025-04-21,Commercial Bank of Ethiopia,Google Play
use ful,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
Great app,5,2025-04-21,Commercial Bank of Ethiopia,Google Play
well app,5,2025-04-20,Commercial Bank of Ethiopia,Google Play
Actually it is inactive,4,2025-04-19,Commercial Bank of Ethiopia,Google Play
"slow, only one account is used",2,2025-04-19,Commercial Bank of Ethiopia,Google Play
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
i like it,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
why removing screenshot feature why?,1,2025-04-18,Commercial Bank of Ethiopia,Google Play
nice apps where network is good in connection,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
Thank you!!!,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
i can't take screenshot,1,2025-04-18,Commercial Bank of Ethiopia,Google Play
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,Commercial Bank of Ethiopia,Google Play
perfectly special,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
Fast and Reliable,5,2025-04-18,Commercial Bank of Ethiopia,Google Play
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,Commercial Bank of Ethiopia,Google Play
great app!!!,5,2025-04-17,Commercial Bank of Ethiopia,Google Play
because sometimes it doesn't working it load too much,3,2025-04-17,Commercial Bank of Ethiopia,Google Play
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,Commercial Bank of Ethiopia,Google Play
very nice app ever!!!,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
the best app,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
Biometric security for mobile banking is not available,5,2025-04-16,Commercial Bank of Ethiopia,Google Play
great,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
Nice service,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
great app,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
it's special apps,5,2025-04-15,Commercial Bank of Ethiopia,Google Play
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,Commercial Bank of Ethiopia,Google Play
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,Commercial Bank of Ethiopia,Google Play
Good 🔥,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
very interesting app i am using every day fantastic,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
lebaa bank,5,2025-04-14,Commercial Bank of Ethiopia,Google Play
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,Commercial Bank of Ethiopia,Google Play
OK,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
grateful app,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,Commercial Bank of Ethiopia,Google Play
everthing wellbeok,3,2025-04-13,Commercial Bank of Ethiopia,Google Play
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,Commercial Bank of Ethiopia,Google Play
nice app 👌,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
why did this app is not screenshot,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
it so good app,5,2025-04-12,Commercial Bank of Ethiopia,Google Play
جميل,5,2025-04-11,Commercial Bank of Ethiopia,Google Play
"less network, specially to make fee for utility purpose",1,2025-04-11,Commercial Bank of Ethiopia,Google Play
simply for used,4,2025-04-11,Commercial Bank of Ethiopia,Google Play
wow keep up,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,Commercial Bank of Ethiopia,Google Play
good one,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
everything is easy thank you cebe,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
ፈጣን ቀልጣፋ,5,2025-04-10,Commercial Bank of Ethiopia,Google Play
ጎበዝ,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
but this app says can't sync,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
waw,5,2025-04-09,Commercial Bank of Ethiopia,Google Play
to slow,3,2025-04-09,Commercial Bank of Ethiopia,Google Play
work on screen shot system,4,2025-04-08,Commercial Bank of Ethiopia,Google Play
very very nice aplication,1,2025-04-08,Commercial Bank of Ethiopia,Google Play
wonder full and it is easy to use,5,2025-04-08,Commercial Bank of Ethiopia,Google Play
easy and reliable,2,2025-04-08,Commercial Bank of Ethiopia,Google Play
it is Very Useful app 👍,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
perfect app,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
I like it.,5,2025-04-07,Commercial Bank of Ethiopia,Google Play
bugs,3,2025-04-07,Commercial Bank of Ethiopia,Google Play
commerial Bank,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
Genat biru,2,2025-04-06,Commercial Bank of Ethiopia,Google Play
🙏,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
it is good but it doesn't allow screen shot,4,2025-04-06,Commercial Bank of Ethiopia,Google Play
the best one,5,2025-04-06,Commercial Bank of Ethiopia,Google Play
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,Commercial Bank of Ethiopia,Google Play
bring back the screenshot feature.,1,2025-04-05,Commercial Bank of Ethiopia,Google Play
Good!👍,3,2025-04-05,Commercial Bank of Ethiopia,Google Play
best app to experience him that to smooth transaction among the customers,1,2025-04-05,Commercial Bank of Ethiopia,Google Play
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,Commercial Bank of Ethiopia,Google Play
easy to use,5,2025-04-05,Commercial Bank of Ethiopia,Google Play
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,Commercial Bank of Ethiopia,Google Play
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,Commercial Bank of Ethiopia,Google Play
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,Commercial Bank of Ethiopia,Google Play
cool ❤,4,2025-04-04,Commercial Bank of Ethiopia,Google Play
Best app,5,2025-04-04,Commercial Bank of Ethiopia,Google Play
best banking App,4,2025-04-03,Commercial Bank of Ethiopia,Google Play
satisfied,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
this app is very necessary app many people found it,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
perfect,5,2025-04-03,Commercial Bank of Ethiopia,Google Play
thankyou,5,2025-04-02,Commercial Bank of Ethiopia,Google Play
I Like it,5,2025-04-02,Commercial Bank of Ethiopia,Google Play
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,Commercial Bank of Ethiopia,Google Play
smart app,5,2025-04-02,Commercial Bank of Ethiopia,Google Play
isin ga'a,2,2025-04-02,Commercial Bank of Ethiopia,Google Play
it's great,5,2025-04-02,Commercial Bank of Ethiopia,Google Play
very good app and stars faction with work,5,2025-04-02,Commercial Bank of Ethiopia,Google Play
It is excelent,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
Smart,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,Commercial Bank of Ethiopia,Google Play
very interesting app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
a very nice app.👍👍👍,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
safe easy & fast,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
it's good app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
ጥሩ ነው,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
suitable app,4,2025-04-01,Commercial Bank of Ethiopia,Google Play
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-04-01,Commercial Bank of Ethiopia,Google Play
best transaction method of financial,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
It literarily don't work at all,4,2025-04-01,Commercial Bank of Ethiopia,Google Play
good give us plus,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-04-01,Commercial Bank of Ethiopia,Google Play
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-04-01,Commercial Bank of Ethiopia,Google Play
Tnc Cbe,5,2025-04-01,Commercial Bank of Ethiopia,Google Play
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Why not allowed to pay for fuel?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
ቆንጆ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Great version,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Good and easy to use,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
nice app and fast money transfer,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
Really automated...,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
good App,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
bek betam kelal,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Commercial Bank of Ethiopia,Google Play
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Commercial Bank of Ethiopia,Google Play
"very good, keep it up",5,2025-03-31,Commercial Bank of Ethiopia,Google Play
there is some issue the process it delay,3,2025-03-31,Commercial Bank of Ethiopia,Google Play
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play
interesting,3,2025-03-30,Commercial Bank of Ethiopia,Google Play
simple&fast!!!,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
it is very good app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
Very God thanks,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Commercial Bank of Ethiopia,Google Play
Very good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
halan garidhaa cbe,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
best apps for useing,5,2025-03-30,Commercial Bank of Ethiopia,Google Play
like it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
l love it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Commercial Bank of Ethiopia,Google Play
in this update why screenshoot is disabled now it's not working,1,2025-03-28,Commercial Bank of Ethiopia,Google Play
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play
Excellent but needed upgrading!,5,2025-03-28,Commercial Bank of Ethiopia,Google Play
goods app!! pleace update this apps??,4,2025-03-28,Commercial Bank of Ethiopia,Google Play
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Commercial Bank of Ethiopia,Google Play
Fantastic app! I appreciate it very much,5,2025-03-27,Commercial Bank of Ethiopia,Google Play
Convenient app,5,2025-03-27,Commercial Bank of Ethiopia,Google Play
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play
why why u remove screen shoot😡😡,2,2025-03-26,Commercial Bank of Ethiopia,Google Play
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Commercial Bank of Ethiopia,Google Play
very nice one,5,2025-03-26,Commercial Bank of Ethiopia,Google Play
good application,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
problem solver and the best fast app,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Commercial Bank of Ethiopia,Google Play
you must added dark mode options ❗,3,2025-03-25,Commercial Bank of Ethiopia,Google Play
Thank you,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
cbe,5,2025-03-25,Commercial Bank of Ethiopia,Google Play
ممتاز جدا جدا,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
very nice and convenient app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Commercial Bank of Ethiopia,Google Play
👍👍👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play
it's genuine app..,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
okay 👌👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,Commercial Bank of Ethiopia,Google Play
commercial dank...,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
it's very good,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
to getting money,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
some times it is difficult to get reciepts for the payment made,1,2025-03-23,Commercial Bank of Ethiopia,Google Play
this app is best,1,2025-03-23,Commercial Bank of Ethiopia,Google Play
it's very useful,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
best app and update more features *****,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
best app for this vast digital finanical word,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
this app is my favorite application,5,2025-03-23,Commercial Bank of Ethiopia,Google Play
Hooo I love this application,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,Commercial Bank of Ethiopia,Google Play
Screenshot or slip not working,2,2025-03-22,Commercial Bank of Ethiopia,Google Play
thank you for help,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,Commercial Bank of Ethiopia,Google Play
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
thank you,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
good app.,5,2025-03-22,Commercial Bank of Ethiopia,Google Play
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,Commercial Bank of Ethiopia,Google Play
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
amazing👌🫶🙏,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
Wow its my in,5,2025-03-21,Commercial Bank of Ethiopia,Google Play
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play
no screenshot and biometrics on this version wtfk?,3,2025-03-21,Commercial Bank of Ethiopia,Google Play
"Not Good, too lame to use",1,2025-03-21,Commercial Bank of Ethiopia,Google Play
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,Commercial Bank of Ethiopia,Google Play
CBE app is great,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
zaku,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
its good and saving time,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,Commercial Bank of Ethiopia,Google Play
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,Commercial Bank of Ethiopia,Google Play
full,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
App is crushing recently. Please update.,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
It is good but why screenshot is forbidden,4,2025-03-20,Commercial Bank of Ethiopia,Google Play
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,Commercial Bank of Ethiopia,Google Play
very good app,5,2025-03-20,Commercial Bank of Ethiopia,Google Play
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play
Reliable bank,5,2025-03-19,Commercial Bank of Ethiopia,Google Play
