review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998394250869751,Positive Feedback
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9992094039916992,Other
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998576641082764,Positive Feedback
it's best,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.999842643737793,Other
Why didn't you display cash transactions and bank statement in the mobile banking app?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.9976195693016052,Transaction Performance
Amazing app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998670816421509,Positive Feedback
our legitimate bank,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9954161643981934,Other
Ever and never seen this kind of app I proud my CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9952196478843689,Other
very good and safe for me!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998769760131836,Positive Feedback
it is best bank,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9997767806053162,Other
"very good, but sometimes....",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9997310042381287,Positive Feedback
ከአንድ መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ በርከት ላለ ሰው ሲላክ የላኪውን መስሪያ ቤት ወይም ድርጅት ወይም ግለሰብ እንዲያሳይ አታደርጉም ? ግለሰብ ለግለሰብ ወይም ለድርጅት ሲከፍል ያሳያል ።,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.972727358341217,Other
Why not allowed to pay for fuel?,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.9974955916404724,Other
Really! this app is more simple to use at any time in every where also it's transaction quality between the users within the transaction receipt as abank that means this app is our bank on hand in mobile frankly I proud on this bank digital. I have no word to wrote ...... but it's have weakness on poor connection.,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.9962796568870544,Transaction Performance
ቆንጆ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.7850591540336609,Other
Great version,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998726844787598,Positive Feedback
Good and easy to use,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998656511306763,Positive Feedback
nice app and fast money transfer,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9994321465492249,Transaction Performance
Really automated...,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.889448344707489,Other
good App,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,Positive Feedback
bek betam kelal,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9325478076934814,Other
ምርጥ አፕ ነው ተመችቶኛል❤❤,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.8616330027580261,Other
Recently app keeps closing and the notification after says this app has a bug. Can you make an update please,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.9968405961990356,Stability & Reliability
"very good, keep it up",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9998643398284912,Positive Feedback
there is some issue the process it delay,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,negative,0.9957571625709534,Stability & Reliability
what an amazing application in Ethiopian Banking industry which is very interested one!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,positive,0.9997572302818298,Positive Feedback
interesting,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998446702957153,Other
simple&fast!!!,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9997504353523254,Other
it is very good app,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998699426651001,Positive Feedback
It is very excellent anddynamic plus user friend all in one bank apps of the era. I loved it.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.999854326248169,Positive Feedback
Very God thanks,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9993305206298828,Other
The sum is good.,3,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998589754104614,Positive Feedback
best of bests,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.99969482421875,Other
am happy thank you CBE🫡,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998605251312256,Other
it's very nice 👍.,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998632669448853,Other
"The history sometimes misses transactions, tranfer to cbe birr debited but not really transferred, We need to really cop up with the world for real. The hacks and security problems, invest on and solve them.",3,2025-03-30,Commercial Bank of Ethiopia,Google Play,negative,0.9945583343505859,Transaction Performance
Very good,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998520612716675,Positive Feedback
halan garidhaa cbe,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9760899543762207,Other
best apps for useing,5,2025-03-30,Commercial Bank of Ethiopia,Google Play,positive,0.9989523887634277,Other
like it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,positive,0.9997184872627258,Other
Good apps ...But fix the screenshot its not easy like before ......,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,negative,0.9470351338386536,Positive Feedback
l love it,5,2025-03-29,Commercial Bank of Ethiopia,Google Play,positive,0.9998722076416016,Positive Feedback
"I am not exaggerating when I say that this application is one of the biggest players in the banking industry. It has simplified a lot of things for the user, even if the bank is in his pocket. But my opinion is (1), when we transfer money, there is a word limit on the (Note) at the end. Why can't we write our reason briefly? I don't understand why it is limited. On the other hand, there is no limit on the bank. Could you explain this? (2), when we pay for water, why is the code not mentioned",5,2025-03-29,Commercial Bank of Ethiopia,Google Play,negative,0.9912715554237366,Account Access Issues
in this update why screenshoot is disabled now it's not working,1,2025-03-28,Commercial Bank of Ethiopia,Google Play,negative,0.9996315240859985,Other
"realy I donot seen like this application ! fast ,safe ande confortable",5,2025-03-28,Commercial Bank of Ethiopia,Google Play,positive,0.9892323017120361,Other
Excellent but needed upgrading!,5,2025-03-28,Commercial Bank of Ethiopia,Google Play,positive,0.9263746738433838,Positive Feedback
goods app!! pleace update this apps??,4,2025-03-28,Commercial Bank of Ethiopia,Google Play,negative,0.9845630526542664,Positive Feedback
"The latest update prevents taking screenshots, which is really annoying! please allow us to take screenshots! we need it for evidence (particularly, in case of transfer failure!).",1,2025-03-27,Commercial Bank of Ethiopia,Google Play,negative,0.9977697134017944,Transaction Performance
Fantastic app! I appreciate it very much,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,positive,0.9998745918273926,Other
Convenient app,5,2025-03-27,Commercial Bank of Ethiopia,Google Play,positive,0.9977468848228455,Other
Doesn't work properly. It crashes some many times. commercial bank of Ethiopia not only the application but also sending money to own CBE birr doesn't get your money in your bank account. forcefully you must wait 3-5 days to get your money back to your account. walk up CBE the world is going to decentralized finance.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative,0.9995678067207336,Stability & Reliability
It crashes multiple times everytime you launch it. Fix it. Edit: crash fixed but screenshots has been disabled. I don't know who thought this was a good idea.,1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative,0.9995493292808533,Stability & Reliability
why why u remove screen shoot😡😡,2,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative,0.9993287324905396,Other
"I fails mid transaction, No screenshot, download don't work, link shared not working bring back the old app this is usless",1,2025-03-26,Commercial Bank of Ethiopia,Google Play,negative,0.9996533393859863,Transaction Performance
very nice one,5,2025-03-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998561143875122,Other
good application,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.999854564666748,Positive Feedback
problem solver and the best fast app,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.9997761845588684,Other
ምርጥ አፕሊከሽን ነው ገንዘብ ለመላክም ሆነ ለማንኛውም ነገር ተመችቶኛል በዚው ቀጥሉበት,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative,0.944585382938385,Other
Please bring back the screenshot option. The screenshot download option takes like 15 second appear in gallery and most people don't know about it.,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative,0.995722770690918,Feature Requests
you must added dark mode options ❗,3,2025-03-25,Commercial Bank of Ethiopia,Google Play,negative,0.9864996671676636,Feature Requests
Thank you,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998352527618408,Other
cbe,5,2025-03-25,Commercial Bank of Ethiopia,Google Play,positive,0.9966009855270386,Other
ممتاز جدا جدا,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative,0.8608055114746094,Other
very nice and convenient app,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998267292976379,Other
there are to many bugs app keeps crashi ng and the update file seems to keep getting worse,2,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative,0.9997902512550354,Stability & Reliability
👍👍👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Other
Great experience so far but why this app ain't working while developer mode is on?,4,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative,0.9967141151428223,Positive Feedback
why did the screen shot stopped ?????,3,2025-03-24,Commercial Bank of Ethiopia,Google Play,negative,0.9990077614784241,Other
it's genuine app..,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998555183410645,User Interface & Experience
okay 👌👍,5,2025-03-24,Commercial Bank of Ethiopia,Google Play,positive,0.998088538646698,Other
it's a very good application but sometimes it takes a long time to synchronize,4,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative,0.9900750517845154,Positive Feedback
commercial dank...,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative,0.9671615362167358,Other
it's very good,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998470544815063,Positive Feedback
to getting money,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.8595291972160339,Other
some times it is difficult to get reciepts for the payment made,1,2025-03-23,Commercial Bank of Ethiopia,Google Play,negative,0.9993370175361633,Other
this app is best,1,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9989839196205139,Other
it's very useful,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9997983574867249,Other
best app and update more features *****,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9995169639587402,Feature Requests
best app for this vast digital finanical word,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9931873083114624,Other
this app is my favorite application,5,2025-03-23,Commercial Bank of Ethiopia,Google Play,positive,0.9985677003860474,Other
Hooo I love this application,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998517036437988,Positive Feedback
The app protects me from screenshot after update. Please make revision on the app.,4,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.9525513052940369,Other
Screenshot or slip not working,2,2025-03-22,Commercial Bank of Ethiopia,Google Play,negative,0.9997146725654602,Other
thank you for help,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998223185539246,Customer Support
I'm sad guys what are you doing? Why did you add the screenshot restriction to the app? You just made it worse it was a great value to us. You need to rethink it. i will change the 1 star rating when you resolve the issue.,1,2025-03-22,Commercial Bank of Ethiopia,Google Play,negative,0.9993658661842346,Feature Requests
Thise is helpfull and have good and easy for mobile money usage in ethiopia,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.996585488319397,Customer Support
thank you,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998352527618408,Other
good app.,5,2025-03-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998503923416138,Positive Feedback
"Old version was very friendly to use. Now we can't see the #Reason The #transaction history (very limited) and now it crash every time it's opened. More over, the last update prevents us from taking #screenshots. Thanks for the developers as they are getting more stupid than ever.",1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.9987834095954895,Transaction Performance
Since last week this app has started not working. It simply log in without network but can't sync. Please fix it.,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.9993410706520081,Other
amazing👌🫶🙏,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Positive Feedback
What an absolutely terrible update. No screenshots and you still have this stupid restriction on developer options. WHAT ABOUT THOSE OF US WHO ARE ACTUALLY DEVELOPERS!!!!!! At this point telebirr just wins the game 100%. CBE. Do. Better!,1,2025-03-21,Commercial Bank of Ethiopia,Google Play,positive,0.9841668605804443,Feature Requests
Wow its my in,5,2025-03-21,Commercial Bank of Ethiopia,Google Play,positive,0.9993413090705872,Other
In the lasted update you removed the capability to screenshot transactions.,3,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.998357355594635,Transaction Performance
how do you disable screenshots on a banking app you are very unserious people,1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.9976205229759216,Other
no screenshot and biometrics on this version wtfk?,3,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.9994788765907288,Other
"Not Good, too lame to use",1,2025-03-21,Commercial Bank of Ethiopia,Google Play,negative,0.9997883439064026,Positive Feedback
ረዘም ላለ ግዜ እየተጠቀምኩት ነው ይህን መተግበሪያ ጥሩ ነው ነገር ግን አንዳንድ ችግሮች አሉበት 1ኛ የከፈልኩበትን ደረሰኝ በግዜው ከልወሰድኩ ከሰላሳ ትራንዛክሽን በኅላ መልሼ ከዚህ በፊት የተገበያየውበትን ማግኘት አልችልም ልክ እንደ ሌሎች ባንኮች ምሳሌ (አቢሲኒያ አዋሽ..) ሌላው ብር ለመላክ አስቤ እልካለው ግን አካውንቴ ላይ ለተወሰነ ደቂቃ ከአካውንት ሰይቀንስ ይቆይና ያልገባ መስሎኝ ድጋሜ እልካለው ሁለት ግዜ ሰው ጋ ይገባና ሌላ ችግር ውስጥ መግባት ይህኛው በጣም ትኩረት ሊሰጠው የሚገባ ጉዳይ ነው ሌሎችንም ስህተቶችን ማንሳት ይቻላል ዋናውን ላንሳ ብዬ ነው እንጂ developerሮች በርቱ በየ ግዜው የሚሰጣችሁን feedback ተቀበሉ አሻሽሉት,3,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.9662055373191833,Other
CBE app is great,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.9997064471244812,Positive Feedback
zaku,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.9918259382247925,Other
its good and saving time,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998652935028076,Positive Feedback
"this new update(Mar 19,2025) is great in fixing bugs, stability and smooth experience I'll give u that but it came with a big shortcoming which is not allowing to take screenshot. I can't screenshot neither my balance nor the transaction or anything within the app, i understand it's for security reasons but please bring that back, allow us to take screenshot we need that. Thanks.",4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.9968382120132446,Transaction Performance
"what went wrong, I couldn't take a screenshot.",3,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.9995883107185364,Other
full,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.9994632601737976,Other
App is crushing recently. Please update.,4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.9964634776115417,Other
It is good but why screenshot is forbidden,4,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.910075306892395,Positive Feedback
Taking away the screenshot of the receipt is just silly. Worse is tbe download button putting a copy of the screenshot - which you prevented to be taken - in tbe downloads folder where we cant attach directly from Whatsapp. Millions of people use the screenshot as proof of payment / transfer yet you make that harder for everyone? I have every user contacts the developer or manager who made this awful decision.,1,2025-03-20,Commercial Bank of Ethiopia,Google Play,negative,0.9997187256813049,Transaction Performance
very good app,5,2025-03-20,Commercial Bank of Ethiopia,Google Play,positive,0.9998675584793091,Positive Feedback
New update version 5.0.9 keeps crashing it needs maintenance,3,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative,0.9985888600349426,Stability & Reliability
the update is unneeded,1,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative,0.9976237416267395,Other
Reliable bank,5,2025-03-19,Commercial Bank of Ethiopia,Google Play,positive,0.9994505047798157,Other
as if the update of march 19 i can't take a screenshot in the app. i can just save it as file and that is so annoying. i used to save all screenshot in my gallery in one folder now with the extra steps added i have to save the file go to file and then screenshot it. the solution is to allow the screenshot to be save in to gallery automatically. i wish you give this review attention and resolve the issue shortly.,2,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative,0.9995331764221191,Feature Requests
it is good app but when I make inter bank transaction It can't display The receiver account number and name of receiver and also receiver bank,4,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative,0.89349764585495,Transaction Performance
ጥሩነዉ።,5,2025-03-19,Commercial Bank of Ethiopia,Google Play,negative,0.7850591540336609,Other
It was nice but now it dose not opened the transactions,5,2025-03-18,Commercial Bank of Ethiopia,Google Play,negative,0.9970568418502808,Transaction Performance
ኧረ ውረድ,5,2025-03-18,Commercial Bank of Ethiopia,Google Play,negative,0.7850591540336609,Other
simple to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive,0.9970622658729553,Other
The apps is good to use,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive,0.9998107552528381,Positive Feedback
It's best app but Please add(included) payment of water bill,4,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive,0.9458626508712769,Feature Requests
the app has a bug and it keeps crashing 😑 please provide an update and fix the issue thank you....,3,2025-03-17,Commercial Bank of Ethiopia,Google Play,negative,0.9920021295547485,Stability & Reliability
This is my favorite App,5,2025-03-17,Commercial Bank of Ethiopia,Google Play,positive,0.9985333681106567,Other
CBE i like,5,2025-03-16,Commercial Bank of Ethiopia,Google Play,positive,0.9995959401130676,Other
1.we can't get mobile Token on CBE App or any other online. This is need to improve 2.internet banking is always say authenticate error after some weeks this is need to improve.,4,2025-03-16,Commercial Bank of Ethiopia,Google Play,negative,0.998772919178009,Other
excellent app for account transaction specially for bussiness customers and a good method to pay bills and different personal payment.,5,2025-03-15,Commercial Bank of Ethiopia,Google Play,positive,0.9994691014289856,Transaction Performance
የሚገርም አፕ ተመችቶኛል 🙏❤,5,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative,0.8616330027580261,Other
Wow,5,2025-03-14,Commercial Bank of Ethiopia,Google Play,positive,0.999592125415802,Other
"The app has brought a new problem. When i open the app, it closes itself then i have to open it again. Please fix this issue if it's your problem",3,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative,0.9992368221282959,Stability & Reliability
በጣም ጥሩ አፕልኬሽን ነው,2,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative,0.8616330027580261,Other
"In my view, I can't give any conclusion because it's the starting of an online banking in my country. However, the commercial bank of ethiopia must rebuild this app and also need to make more access to changing the system. Keep continuing ethiopia 🇪🇹 🇪🇹🇪🇹🇪🇹",5,2025-03-14,Commercial Bank of Ethiopia,Google Play,negative,0.9975922703742981,User Interface & Experience
Very attractive and user-friendly,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998558759689331,Other
Good apps,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998608827590942,Positive Feedback
My special app and my proud bank of Ethiopia.,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.999779999256134,Other
The app need update it always crash,1,2025-03-13,Commercial Bank of Ethiopia,Google Play,negative,0.9979516863822937,Stability & Reliability
It is very comfortable and simple to use!!! But whay standing order is not work?,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,negative,0.6184187531471252,Other
"One of the best apps I have used ,",5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.999804675579071,Other
Asela,1,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.9828375577926636,Other
I am appreciate this app,5,2025-03-13,Commercial Bank of Ethiopia,Google Play,positive,0.9998001456260681,Other
Excellent app,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998356103897095,Positive Feedback
I'm very happy using this app. Thanks to developers.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998389482498169,Other
CBE birr app is my best choice.,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive,0.9923669695854187,Other
Exceptional/incredible,5,2025-03-12,Commercial Bank of Ethiopia,Google Play,positive,0.9998782873153687,Other
Joyful app,5,2025-03-11,Commercial Bank of Ethiopia,Google Play,positive,0.9998759031295776,Other
Unstatisfied with the new update keeps crashing every now and then and even though i haven't reached the max txn per day still refuses to transfer...probably going to change my bank if it's not fixed asap,1,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative,0.9992684721946716,Transaction Performance
It is one of the disappointed Bank you don't suppose to include Ethiopian on your name you don't deserve it.,1,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative,0.9991734623908997,Other
Simple and easy to use,5,2025-03-10,Commercial Bank of Ethiopia,Google Play,positive,0.9997318387031555,Other
it's not good app,5,2025-03-10,Commercial Bank of Ethiopia,Google Play,negative,0.9998034834861755,Positive Feedback
"I have been using CBE App for long, but recently it has started crashing repeatedly and even my phone is reporting that the app has bugs and tells me to wait the developer to fix these bugs.",1,2025-03-09,Commercial Bank of Ethiopia,Google Play,negative,0.9997072815895081,Stability & Reliability
The great app CBE,5,2025-03-09,Commercial Bank of Ethiopia,Google Play,positive,0.9937465190887451,Positive Feedback
Why it asks me Update repeatedly as soon as I download it !!,1,2025-03-09,Commercial Bank of Ethiopia,Google Play,negative,0.9959967136383057,Other
Commercial Bnk Rate this,5,2025-03-08,Commercial Bank of Ethiopia,Google Play,negative,0.9637929201126099,Other
ዋው,5,2025-03-08,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Other
It is good for many aspect. If I can get transactions report with time duration(periodically),3,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive,0.9993143081665039,Transaction Performance
its so excellent app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive,0.9998623132705688,Positive Feedback
Due to connection problem,1,2025-03-07,Commercial Bank of Ethiopia,Google Play,negative,0.9959508180618286,Other
Best performing app,5,2025-03-07,Commercial Bank of Ethiopia,Google Play,positive,0.9995966553688049,Other
I love it,5,2025-03-06,Commercial Bank of Ethiopia,Google Play,positive,0.9998799562454224,Positive Feedback
Best banck in Ethiopia,5,2025-03-06,Commercial Bank of Ethiopia,Google Play,positive,0.9990218877792358,Other
Two step verification update is fake (meaningless). Why because the app gives you an option of to use pin while requesting two step verification step. 🔐 This updated app is not differ than the previous one in case of security & safegaurding users.👹👹💀💀 The other features of the app are best and easy to use it.⭐️⭐️⭐️⭐️⭐️,1,2025-03-06,Commercial Bank of Ethiopia,Google Play,negative,0.8035410642623901,Account Access Issues
Its good,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998385906219482,Positive Feedback
Tashoo damisee,4,2025-03-05,Commercial Bank of Ethiopia,Google Play,negative,0.9614085555076599,Other
Why don't install,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,negative,0.9989054203033447,Other
Ok,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,Other
I'm glad to use it.,5,2025-03-05,Commercial Bank of Ethiopia,Google Play,positive,0.9996554851531982,Other
Very good thank you,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive,0.9998544454574585,Positive Feedback
it's not working good,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,negative,0.9997789263725281,Positive Feedback
Best service,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive,0.999809205532074,Other
Best best,5,2025-03-04,Commercial Bank of Ethiopia,Google Play,positive,0.9998223185539246,Other
I have been a customer of the Commercial Bank of Ethiopia for many years,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,positive,0.8422414660453796,Other
"We need this app to work properly, and it looks like an outdated",2,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative,0.9998142123222351,Other
NICE APP,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,positive,0.9998061060905457,Other
አሊሳራኝ ም,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative,0.7850591540336609,Other
The app crashes too many times. It's a buggy app,1,2025-03-03,Commercial Bank of Ethiopia,Google Play,negative,0.9997268319129944,Stability & Reliability
Best App,5,2025-03-03,Commercial Bank of Ethiopia,Google Play,positive,0.999686598777771,Other
Thankz,5,2025-03-02,Commercial Bank of Ethiopia,Google Play,positive,0.9998202919960022,Other
Verry good it is easy to use anything,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive,0.9995847344398499,Positive Feedback
Nice,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive,0.9998552799224854,Other
Its gopd,5,2025-03-01,Commercial Bank of Ethiopia,Google Play,positive,0.7383989691734314,Other
system problem,4,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative,0.9995689988136292,Other
So slow with Internet,1,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative,0.9990552067756653,Transaction Performance
I phone app is not working,2,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative,0.9997590184211731,Other
Sometimes it dosent work,4,2025-03-01,Commercial Bank of Ethiopia,Google Play,negative,0.7836252450942993,Other
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,negative,0.9997857213020325,Other
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play,negative,0.9994151592254639,Account Access Issues
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play,positive,0.9998514652252197,Other
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play,positive,0.9984728693962097,Positive Feedback
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,negative,0.9934743046760559,Other
This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia,Google Play,negative,0.9971383810043335,Other
BoA system is confartable,5,2025-06-01,Bank of Abyssinia,Google Play,negative,0.9980142116546631,Other
very nice Abyssinia bank is choice all,5,2025-05-31,Bank of Abyssinia,Google Play,positive,0.9995830655097961,Other
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,negative,0.9998049139976501,Other
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play,positive,0.9998533725738525,Positive Feedback
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,negative,0.998525083065033,Other
good,5,2025-05-22,Bank of Abyssinia,Google Play,positive,0.9998161196708679,Positive Feedback
You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia,Google Play,negative,0.9997075200080872,Other
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play,negative,0.9990266561508179,Transaction Performance
BoA,2,2025-05-20,Bank of Abyssinia,Google Play,negative,0.74105304479599,Other
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play,negative,0.9952228665351868,Other
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play,negative,0.9997984766960144,Other
amazing,5,2025-05-18,Bank of Abyssinia,Google Play,positive,0.999875545501709,Positive Feedback
excellent app,4,2025-05-16,Bank of Abyssinia,Google Play,positive,0.9998356103897095,Positive Feedback
excellent,5,2025-05-15,Bank of Abyssinia,Google Play,positive,0.9998434782028198,Positive Feedback
